record_id,operational_status,organization_type,name,acronym,name_alphabetized,url,alternate_or_former_names,alternate_or_former_acronyms,principal_officer_title,principal_officer_full_name,principal_officer_first_name,principal_officer_last_name,principal_officer_contact_url,reports_to,in_org_chart,listed_in_nyc_gov_agency_directory
NYC_GOID_000150,Active,Mayoral Agency,Department of Probation,DOP,"Probation, Department of",https://www.nyc.gov/site/probation/index.page,,,Commissioner,Sharun Goodwin,Sharun,Goodwin,https://www.nyc.gov/site/probation/about/email-the-commissioner.page,First Deputy Mayor,true,true
NYC_GOID_000364,Active,Mayoral Office,Mayor's Office of Environmental Remediation,OER,"Environmental Remediation, Mayor's Office of",https://www.nyc.gov/site/oer/index.page,,,Director,Shaminder Chawla,Shaminder,Chawla,https://www.nyc.gov/site/oer/contact/contact-form.page,Mayor's Office of Climate and Environmental Justice,true,true
NYC_GOID_000208,Active,Nonprofit Organization,GrowNYC,,GrowNYC,https://www.grownyc.org/,,,President and CEO,Marcel Van Ooyen,Marcel,Van Ooyen,,,false,false
NYC_GOID_100005,Active,Division,Sheriff,,Sheriff,https://www.nyc.gov/site/finance/sheriff-courts/sheriff.page,NYC Sheriff,,Sheriff,Edwin Raymond,Edwin,Raymond,https://www.nyc.gov/site/finance/about/contact-us.page,Department of Finance,true,true
NYC_GOID_000293,Active,Division,Mayor's Public Engagement Unit,PEU,"Public Engagement Unit, Mayor's",https://www.nyc.gov/site/mayorspeu/index.page,,,Acting Executive Director,Isolina De La Cruz,Isolina,De La Cruz,https://www.nyc.gov/site/mayorspeu/about-peu/contact.page,Mayor's Office of Mass Engagement,true,true
NYC_GOID_000264,Active,Mayoral Office,Mayor's Office of Contract Services,MOCS,"Contract Services, Mayor's Office of",https://www.nyc.gov/site/mocs/index.page,,,Director,Kim Yu,Kim,Yu,https://www.nyc.gov/site/mocs/about/contact-mocs.page,Deputy Mayor for Operations,true,true
NYC_GOID_000065,Active,Nonprofit Organization,Brooklyn Museum,,"Museum, Brooklyn",https://www.brooklynmuseum.org/,,,Shelby White and Leon Levy Director,Anne Pasternak,Anne,Pasternak,,,false,false
NYC_GOID_100015,Active,Nonprofit Organization,Center for Brooklyn History,CBH,Center for Brooklyn History,https://www.bklynlibrary.org/cbh/about/history,Brooklyn Historical Society,,Executive Director,Lexy Mayers,Lexy,Mayers,,Brooklyn Public Library,false,false
NYC_GOID_000224,Active,Public Benefit or Development Organization,Industrial Development Agency,NYCIDA,Industrial Development Agency,https://edc.nyc/nycida,,,,,,,,,false,false
NYC_GOID_100020,Active,Division,Office of the Inspector General for the NYPD,OIG-NYPD,"Inspector General for the NYPD, Office of the",https://www1.nyc.gov/site/doi/offices/oignypd.page,,OIGNYPD,Inspector General,Jeanene Barrett,Jeanene,Barrett,,Department of Investigation,false,false
NYC_GOID_000127,Active,Nonprofit Organization,Council for Airport Opportunity,CAO,"Airport Opportunity, Council for",https://www.caonynj.com/,,,Executive Director,Andrew Campbell,Andrew,Campbell,,,false,false
NYC_GOID_000034,Active,Public Benefit or Development Organization,Brooklyn Bridge Park Corporation,BBP,Brooklyn Bridge Park Corporation,https://brooklynbridgepark.org/about/brooklyn-bridge-park-corporation/,,,President,Eric Landau,Eric,Landau,,,false,false
NYC_GOID_000399,Active,Mayoral Office,Office of the Public Realm,,"Public Realm, Office of the",https://www.nyc.gov/site/publicrealm/index.page,,,Chief Public Realm Officer,,,,https://www.nyc.gov/site/publicrealm/contact-us/contact-public-realm.page,,false,true
NYC_GOID_100034,Active,Mayoral Office,Mayor's Office of Mass Engagement,,"Mass Engagement, Mayor's Office of",https://www.nyc.gov/content/organize/pages/,,,Commissioner,Tascha Van Auken,Tascha,Van Auken,https://www.nyc.gov/content/organize/pages/contact,,true,true
NYC_GOID_000220,Active,Public Benefit or Development Organization,Hudson Yards Infrastructure Corporation,HYIC,Hudson Yards Infrastructure Corporation,https://www.nyc.gov/site/hyic/index.page,,,President,David Womack,David,Womack,https://www.nyc.gov/site/hyic/about/contact-the-hyic.page,,false,false
NYC_GOID_000063,Active,Nonprofit Organization,Brooklyn Botanic Garden,BBG,"Botanic Garden, Brooklyn",https://www.bbg.org/,,,President and CEO,Adrian Benepe,Adrian,Benepe,,,false,false
NYC_GOID_000012,Active,Nonprofit Organization,Animal Care Centers of NYC,ACC,Animal Care Centers of NYC,https://www.nycacc.org/,,,Chief Executive Officer,Risa Weinstock,Risa,Weinstock,,,false,false
NYC_GOID_000452,Active,Public Benefit or Development Organization,United Nations Development Corporation,UNDC,United Nations Development Corporation,https://undc.org/,,,Executive Vice President & General Counsel,Robert Cole,Robert,Cole,,,false,false
NYC_GOID_000401,Active,State Government Agency,Public Administrator of Queens County,,"Public Administrator, Queens County",https://www.queenscountypa.com/,,,Public Administrator,Lois Rosenblatt,Lois,Rosenblatt,http://www.queenscountypa.com/contact-us/,,false,true
NYC_GOID_000355,Active,Division,Office of Community Hiring,,"Community Hiring, Office of",https://www.nyc.gov/site/communityhiring/index.page,,,,,,,https://www.nyc.gov/site/communityhiring/about/contact-us.page,Mayor's Office of Talent and Workforce Development,false,false
NYC_GOID_000318,Active,Public Benefit or Development Organization,NYC Health + Hospitals,H+H,"Health + Hospitals, NYC",https://www.nychealthandhospitals.org/,,,President and CEO,Mitchell Katz,Mitchell,Katz,https://www.nychealthandhospitals.org/contact/,Deputy Mayor for Health and Human Services,true,true
NYC_GOID_000230,Active,Nonprofit Organization,"Jamaica Bay - Rockaway Parks Conservancy, Inc.",JBRPC,"Jamaica Bay - Rockaway Parks Conservancy, Inc.",http://www.jbrpc.org/,,,Executive Director,Terri Carta,Terri,Carta,,,false,false
NYC_GOID_000040,Active,Advisory or Regulatory Organization,Business Integrity Commission,BIC,Business Integrity Commission,https://www.nyc.gov/site/bic/index.page,,,Commissioner/Chair,Asim Rehman,Asim,Rehman,https://www.nyc.gov/site/bic/contact/email-the-commissioner.page,First Deputy Mayor,true,true
NYC_GOID_000316,Active,Pension Fund,New York City Employee Retirement System,NYCERS,"Employees' Retirement System, New York City",https://www.nycers.org/,,,Executive Director,Elizabeth Reyes,Elizabeth Reyes,Reyes,https://mynycers.nycers.org/MyNYCERS/s/ED-Correspondence,,false,true
NYC_GOID_000072,Active,Nonprofit Organization,Metropolitan Museum of Art,,Metropolitan Museum of Art,https://www.metmuseum.org/,,,Marina Kellen French Director and CEO,Max Hollein,Max,Hollein,,,false,false
NYC_GOID_000334,Active,State Government Agency,New York County Public Administrator,,"Public Administrator, New York County",https://www.nyc.gov/site/nycountypa/index.page,,,Public Administrator,Dahlia Damas,Dahlia,Damas,https://www.nyc.gov/site/nycountypa/contact/contact.page,,false,true
NYC_GOID_000082,Active,Nonprofit Organization,Public Theater,,Public Theater,https://publictheater.org/,,,Executive Director,Patrick Willingham,Patrick,Willingham,,,false,false
NYC_GOID_000363,Active,Mayoral Office,Mayor's Office of Environmental Coordination,MOEC,"Environmental Coordination, Mayor's Office of",https://www.nyc.gov/site/oec/index.page,,,Director,Hilary Semel,Hilary,Semel,https://www.nyc.gov/site/oec/about/email-the-director.page,Mayor's Office of Climate and Environmental Justice,true,true
NYC_GOID_000084,Active,Nonprofit Organization,Queens Museum,,"Museum, Queens",https://queensmuseum.org/,,,President and Executive Director,Sally Tallant,Sally,Tallant,,,false,false
NYC_GOID_000090,Active,Nonprofit Organization,Staten Island Zoological Society,,"Zoological Society, Staten Island",https://www.statenislandzoo.org/,,,Executive Director,Ken Mitchell,Ken,Mitchell,,,false,false
NYC_GOID_000241,Active,Public Benefit or Development Organization,Lower Manhattan Development Corporation,LMDC,Lower Manhattan Development Corporation,http://www.renewnyc.com/,,,President,Daniel A. Ciniello,Daniel,Ciniello,,,false,false
NYC_GOID_000048,Active,Nonprofit Organization,Central Park Conservancy,,Central Park Conservancy,https://www.centralparknyc.org/,,,President & CEO,Elizabeth W. Smith,Elizabeth,Smith,,,false,false
NYC_GOID_000468,Active,Mayoral Office,New York City Young Men's Initiative,YMI,"Young Men's Initiative, New York City",https://www.nyc.gov/site/ymi/index.page,Young Men's Initiative,,Executive Director,,,,https://www.nyc.gov/site/ymi/contact/contact.page,Deputy Mayor for Economic Justice,true,true
NYC_GOID_000097,Active,Elected Office,New York City Council,NYCC,"City Council, New York City",https://council.nyc.gov/,City Council,,Speaker,Julie Menin,Julie,Menin,https://council.nyc.gov/districts/,,true,true
NYC_GOID_000126,Active,Public Benefit or Development Organization,Convention Center Operating Corporation (Javits),NYCCOC,Convention Center Operating Corporation (Javits),https://www.javitscenter.com/,,,CEO,Joyce Leveston,Joyce,Leveston,,,false,false
NYC_GOID_000170,Active,Elected Office,Manhattan District Attorney's Office,,"District Attorney's Office, Manhattan",https://manhattanda.org/,New York County District Attorney's Office,,District Attorney,Alvin Bragg Jr.,Alvin,Bragg,https://manhattanda.org/contact-us/,,true,true
NYC_GOID_000459,Active,Public Benefit or Development Organization,New York City Water Board,NYWB,"Water Board, New York City",https://www.nyc.gov/site/nycwaterboard/index.page,,,Executive Director,Nerissa Moray,Nerissa,Moray,https://www.nyc.gov/site/nycwaterboard/contact/contact.page,,false,false
NYC_GOID_000038,Active,Nonprofit Organization,Brooklyn Public Library,BPL,"Public Library, Brooklyn",https://www.bklynlibrary.org/,,,President and CEO,Linda E. Johnson,Linda,Johnson,https://www.bklynlibrary.org/contact,,false,true
NYC_GOID_000261,Active,Mayoral Office,Mayor's Office of Citywide Events Coordination and Management,CECM,"Citywide Event Coordination and Management, Mayor's Office of",https://www.nyc.gov/site/cecm/index.page,,,Director,Dawn Tolson,Dawn,Tolson,https://www.nyc.gov/site/cecm/about/contact-cecm.page,Chief of Staff,true,true
NYC_GOID_000179,Active,Advisory or Regulatory Organization,Economic Development Corporation Life Sciences Advisory Council,,Economic Development Corporation Life Sciences Advisory Council,https://edc.nyc/advisory-council,,,,,,,,,false,false
NYC_GOID_000139,Active,Mayoral Agency,Department of Consumer and Worker Protection,DCWP,"Consumer and Worker Protection, Department of",https://www.nyc.gov/site/dca/index.page,Department of Consumer Affairs,DCA,Commissioner,Sam Levine,Sam,Levine,https://www.nyc.gov/site/dca/about/email-the-commissioner.page,Deputy Mayor for Economic Justice,true,true
NYC_GOID_000327,Active,Nonprofit Organization,New York City School Support Services,NYCSSS,"School Support Services, New York City",https://www.nycsss.org/,,,,,,,,,false,false
NYC_GOID_000402,Active,Nonprofit Organization,Queens Public Library,QPL,"Public Library, Queens",https://www.queenslibrary.org/,,,President and CEO,Dennis M. Walcott,Dennis,Walcott,https://www.queenslibrary.org/about-us/contact-us,,false,true
NYC_GOID_000022,Active,Pension Fund,Board of Education Retirement System,BERS,"Education Retirement System, Board of",https://www.bers.nyc.gov/,,,Executive Director,Sanford Rich,Sanford,Rich,https://www.bers.nyc.gov/site/bers/about/email-bers.page,,false,true
NYC_GOID_000076,Active,Nonprofit Organization,Museum of the Moving Image,MoMI,"Moving Image, Museum of the",https://movingimage.us/,,,Executive Director,Aziz Isham,Aziz,Isham,,,false,false
NYC_GOID_100024,Active,Advisory or Regulatory Organization,New York City Tax Commission,TAXCOMM,"Tax Commission, New York City",https://www1.nyc.gov/site/taxcommission/index.page,Tax Commission;NYC Tax Commission,,President,Robert J. Firestone,Robert,Firestone,,,false,true
NYC_GOID_000099,Active,State Government Agency,City University of New York,CUNY,City University of New York,https://www.cuny.edu/,,,Chancellor,Felix V. Matos Rodriguez,Felix,Rodriguez,https://www.cuny.edu/contact-us/,First Deputy Mayor,true,true
NYC_GOID_000153,Active,Mayoral Agency,Department of Small Business Services,SBS,"Small Business Services, Department of",https://www.nyc.gov/site/sbs/index.page,,,Commissioner,Kenny Minaya,Kenny,Minaya,https://www.nyc.gov/site/sbs/about/email-the-commissioner.page,Deputy Mayor for Economic Justice,true,true
NYC_GOID_000206,Active,Nonprofit Organization,Greenbelt Conservancy,,Greenbelt Conservancy,https://sigreenbelt.org/,,,Executive Director,Steven Cain,Steven,Cain,,,false,false
NYC_GOID_000443,Active,Advisory or Regulatory Organization,Three Quarter Housing Task Force,,Three Quarter Housing Task Force,https://www1.nyc.gov/content/tenantprotection/pages/tqh-task-force,,,,,,,,,false,false
NYC_GOID_000059,Active,Nonprofit Organization,American Museum of Natural History,AMNH,American Museum of Natural History,https://www.amnh.org/,,,President,Sean M. Decatur,Sean,Decatur,,,false,false
NYC_GOID_000182,Active,Advisory or Regulatory Organization,Environmental Control Board,ECB,Environmental Control Board,https://www.nyc.gov/site/oath/hearings/about-ecb.page,,,Chairperson (Commissioner & Chief Administrative Law Judge),Asim Rehman,Asim,Rehman,,,false,false
NYC_GOID_100016,Active,Advisory or Regulatory Organization,Cultural Affairs Advisory Commission,CAAC,Cultural Affairs Advisory Commission,https://www1.nyc.gov/site/dcla/about/advisory-commission.page,,,,,,,,,false,false
NYC_GOID_000145,Active,Mayoral Agency,Department of Finance,DOF,"Finance, Department of",https://www.nyc.gov/site/finance/index.page,,,Commissioner,Richard Lee,Richard,Lee,https://www.nyc.gov/site/finance/about/contact-by-email/contact-us-general-correspondence.page,First Deputy Mayor,true,true
NYC_GOID_000436,Active,Mayoral Agency,New York City Taxi and Limousine Commission,TLC,"Taxi and Limousine Commission, New York City",https://www.nyc.gov/site/tlc/index.page,Taxi and Limousine Commission,NYC TLC,Commissioner and Chair,Midori Valdivia,Midori,Valdivia,https://www.nyc.gov/site/tlc/about/email-the-commissioner.page,Deputy Mayor for Economic Justice,true,true
NYC_GOID_000017,Active,Advisory or Regulatory Organization,Audit Committee,,Audit Committee,https://nycauditcommittee.org/,,,,,,,,,false,false
NYC_GOID_000247,Active,Advisory or Regulatory Organization,Mayor's Committee on City Marshals,MCCM,"City Marshals, Mayor's Committee on",https://www.nyc.gov/site/marshals/index.page,,,,,,,https://www.nyc.gov/site/marshals/about/email-the-committee.page,,false,true
NYC_GOID_000169,Active,Elected Office,Brooklyn District Attorney's Office,,"District Attorney's Office, Brooklyn",http://www.brooklynda.org/,Kings County District Attorney's Office,,District Attorney,Eric Gonzalez,Eric,Gonzalez,http://brooklynda.org/das-action-center/,,true,true
NYC_GOID_000354,Active,Advisory or Regulatory Organization,Office of Collective Bargaining,OCB,"Collective Bargaining, Office of",https://www.ocb-nyc.org/,,,,,,,,,false,false
NYC_GOID_000345,Active,Advisory or Regulatory Organization,Office of Administrative Tax Appeals,OATA,"Administrative Tax Appeals, Office of",https://www.nyc.gov/site/oata/index.page,,,Director,Neil Schaier,Neil,Schaier,,,false,true
NYC_GOID_000213,Active,Advisory or Regulatory Organization,HIV Planning Council,,HIV Planning Council,https://nyhiv.org/,,,,,,,,,false,false
NYC_GOID_000124,Active,Advisory or Regulatory Organization,Conflicts of Interest Board,COIB,Conflicts of Interest Board,https://www.nyc.gov/site/coib/index.page,,,Executive Director,Carolyn Miller,Carolyn,Miller,https://www.nyc.gov/site/coib/contact/email-the-executive-director.page,Chief Counsel to the Mayor and City Hall,true,true
NYC_GOID_000067,Active,Nonprofit Organization,El Museo del Barrio,,El Museo del Barrio,https://www.elmuseo.org/,,,Executive Director,Patrick Charpenel,Patrick,Charpenel,,,false,false
NYC_GOID_000255,Active,Mayoral Office,Mayor's Office for International Affairs,IA,"International Affairs, Mayor's Office for",https://www.nyc.gov/site/international/index.page,,,Commissioner,Ana María Archila,Ana María,Archila,https://www.nyc.gov/site/international/contact/email-the-office.page,Chief of Staff,true,true
NYC_GOID_000144,Active,Mayoral Agency,Department of Environmental Protection,DEP,"Environmental Protection, Department of",https://www.nyc.gov/site/dep/index.page,,,Commissioner,Lisa Garcia,Lisa,Garcia,https://www.nyc.gov/site/dep/about/email-the-commissioner.page,Deputy Mayor for Operations,true,true
NYC_GOID_000416,Active,Public Benefit or Development Organization,School Construction Authority,SCA,School Construction Authority,https://www.nycsca.org/,,,President and CEO,Nina Kubota,Nina,Kubota,https://www.nycsca.org/Footer/Contact-Us,First Deputy Mayor,true,true
NYC_GOID_000330,Active,Advisory or Regulatory Organization,New York City Transit Riders Council,NYCTRC,"Transit Riders Council, New York City",https://pcac.org/nyctrc/,New York City Transit Authority Advisory Council,NYCTAAC,,,,,,,false,false
NYC_GOID_000414,Active,Public Benefit or Development Organization,Roosevelt Island Operating Corporation,,Roosevelt Island Operating Corporation,https://rioc.ny.gov/,,,,,,,,,false,false
NYC_GOID_000428,Active,Advisory or Regulatory Organization,Street Harassment Prevention Advisory Board,,Street Harassment Prevention Advisory Board,https://www.nyc.gov/site/ocdv/programs/end-street-harassment.page,,,,,,,,,false,false
NYC_GOID_000218,Active,Public Benefit or Development Organization,Hudson River Park Trust,,Hudson River Park Trust,https://hudsonriverpark.org/,,,President & CEO,Noreen Doyle,Noreen,Doyle,,,false,false
NYC_GOID_000371,Active,Mayoral Office,Office of Labor Relations,OLR,"Labor Relations, Office of",https://www1.nyc.gov/site/olr/index.page,,,Commissioner,Renee Campion,Renee,Campion,https://www.nyc.gov/site/olr/about/about-contact-olr.page,First Deputy Mayor,true,true
NYC_GOID_100013,Active,Advisory or Regulatory Organization,Archival Review Board,ARB,Archival Review Board,https://www.nyc.gov/site/records/about/archival-review-board.page,,,,,,,,,false,false
NYC_GOID_000146,Active,Mayoral Agency,Department of Health and Mental Hygiene,DOHMH,"Health and Mental Hygiene, Department of",https://www.nyc.gov/site/doh/index.page,NYC Health;Health Department,DOH,Commissioner,Alister Martin,Alister,Martin,https://www.nyc.gov/site/doh/about/email-the-commissioner.page,Deputy Mayor for Health and Human Services,true,true
NYC_GOID_000331,Active,Public Benefit or Development Organization,New York City Transitional Finance Authority,TFA,"Transitional Finance Authority, New York City",https://www.nyc.gov/site/transitionalfinance/index.page,,,Executive Director,David Womack,David,Womack,https://www.nyc.gov/site/transitionalfinance/about-tfa/contact-transitional-finance-authority.page,,false,false
NYC_GOID_000141,Active,Mayoral Agency,Department of Cultural Affairs,DCLA,"Cultural Affairs, Department of",https://www.nyc.gov/site/dcla/index.page,,,Commissioner,Diya Vij,Diya,Vij,https://www.nyc.gov/site/dcla/about/email-the-commissioner.page,Deputy Mayor for Economic Justice,true,true
NYC_GOID_000062,Active,Nonprofit Organization,Brooklyn Academy of Music,BAM,"Academy of Music, Brooklyn",https://www.bam.org/,,,Interim Chief Executive Officer,Tamara McCaw,Tamara,McCaw,,,false,false
NYC_GOID_000324,Active,Advisory or Regulatory Organization,New York City Panel on Climate Change,NPCC,"Panel on Climate Change, New York City",https://www.nyc.gov/content/climate/pages/reports-and-publications/new-york-city-panel-on-climate-change-npcc,,,,,,,,,false,false
NYC_GOID_000272,Active,Mayoral Office,Mayor's Office of Minority and Women-Owned Business Enterprises,MWBE,"Minority and Women-Owned Business Enterprises, Mayor's Office of",https://www.nyc.gov/assets/mwbe/,,Office of M/WBE,Citywide Chief Business Diversity Officer,Michael Garner,Michael,Garner,https://www.nyc.gov/assets/mwbe/?page=contact-us,Deputy Mayor for Economic Justice,true,true
NYC_GOID_000408,Active,Advisory or Regulatory Organization,Rent Guidelines Board,RGB,Rent Guidelines Board,https://rentguidelinesboard.cityofnewyork.us/,,,Executive Director,Andrew McLaughlin,Andrew,McLaughlin,https://rentguidelinesboard.cityofnewyork.us/about/contact-the-rent-guidelines-board/,,false,true
NYC_GOID_000461,Active,Advisory or Regulatory Organization,Workforce Development Board,,Workforce Development Board,https://www1.nyc.gov/site/wkdev/workforce-board/about-the-board.page,,,,,,,,,false,false
NYC_GOID_000045,Active,Public Benefit or Development Organization,Catskill Watershed Corporation,CWC,Catskill Watershed Corporation,https://cwconline.org/,,,Executive Director,Jason Merwin,Jason,Merwin,,,false,false
NYC_GOID_100021,Active,Mayoral Agency,Office of the Chief Medical Examiner,OCME,"Chief Medical Examiner, Office of the",https://www1.nyc.gov/site/ocme/index.page,,,Chief Medical Examiner,Jason Graham,Jason,Graham,,Deputy Mayor for Health and Human Services,true,true
NYC_GOID_000008,Active,Advisory or Regulatory Organization,Advisory Council for the NYC Civil Court Housing Part,,"NYC Civil Court Housing Part, Advisory Council for",https://ww2.nycourts.gov/courts/nyc/housing/advisory.shtml,,,,,,,,,false,false
NYC_GOID_000138,Active,Mayoral Agency,Department of Citywide Administrative Services,DCAS,"Citywide Administrative Services, Department of",https://www.nyc.gov/site/dcas/index.page,,,Commissioner,Yume Kitasei,Yume,Kitasei,https://www.nyc.gov/site/dcas/about/email-the-commissioner.page,Deputy Mayor for Operations,true,true
